TIME;AUD_FwsNumber;AUD_AlarmNumber;FCUALTSELOUT_simaplaw_a;FCUALTSELOUT_simaplaw_b;FCU_AltKnobIncrement;IR1OUT_a4_i_150_GPS_UTC_hours;IR1OUT_a4_i_150_GPS_UTC_minutes;IR1OUT_a4_i_150_GPS_UTC_seconds;BAP1ENGDOUT_simaplaw_a;BAP2ENGDOUT_simaplaw_b;B1FDENGDNCOUT_simaplaw_a;B1FDENGDNCOUT_simaplaw_b;BATHRENGDOUT;P_PEDALS_STEERING;P_THROTTLE_LEVER_ANGLE_ENGINE_1;P_THROTTLE_LEVER_ANGLE_ENGINE_2;P_THROTTLE_LEVER_ANGLE_ENGINE_3;P_THROTTLE_LEVER_ANGLE_ENGINE_4;P_LEFT_SIDESTICK_TRIGGER_PRESSED;P_LG_PANEL_ANTI_SKID_POSITION_SELECTED;P_LG_PANEL_GEAR_DOWN_REQUEST;P_LG_PANEL_GEAR_UP_REQUEST;P_LG_PANEL_RTO_BUTTON_PRESSED;P_LEFT_SIDESTICK_PITCH_CTRL;P_LEFT_SIDESTICK_ROLL_CTRL;P_RIGHT_SIDESTICK_PITCH_CTRL;P_RIGHT_SIDESTICK_ROLL_CTRL;P_LEFT_SIDESTICK_INSTINCTIVE_DISCONNECT;CKT_Engine1MasterLeverOn;CKT_Engine2MasterLeverOn;CKT_ThrustLeverAngle[0];CKT_ThrustLeverAngle[1];CKT_ThrustLeverAngle[2];CKT_ThrustLeverAngle[3];P_FLAPS_BOOLEAN_1;P_FLAPS_BOOLEAN_2;P_FLAPS_BOOLEAN_3;P_FLAPS_BOOLEAN_4;P_FLAPS_BOOLEAN_5;P_GLS_L_MASTER_WARNING_BUTTON_PUSHED;P_GLS_R_MASTER_CAUTION_BUTTON_PUSHED;P_GLS_R_MASTER_WARNING_BUTTON_PUSHED;FCU_LeftBaroSetting;ALTFCU;BGOTOFCUOUT_simaplaw_a;FCGS_FcuVerticalSpeedSelect;FCGS_HdgTrkTargetToBeDisplayedOnFcu;FCUALTSELPROUT_simaplaw_a;FCULATSELPROUT_simaplaw_a;FCUMACHSELOUT_simaplaw_a;FCUMODEOUT_simaplaw_a;FCURANGEOUT_simaplaw_a;FCUSPDSELOUT_simaplaw_a;FCUSPDSELPROUT_simaplaw_a;FCUVSSELPROUT_simaplaw_a;FCU_AdaptSdpKnobPull;FCU_AdaptSpdKnobPush;FCU_AdaptVsKnobPull;FCU_AdaptVsKnobPush;FCU_AltRateSelector;FCU_RightBaroSetting;FCU_AdaptRangeCpt10Nm;FCU_AdaptRangeCpt20Nm;FCU_AdaptRangeCpt40Nm;FCU_AdaptRangeFo10Nm;FCU_AdaptRangeFo20Nm;ALTITUDE;SPEED;AOI;AlarmActive;AOIpT
434.12;0.0;0.0;9000.0;9000.0;0.0;10.0;20.0;40.0;1.0;0.0;1.0;1.0;1.0;0.49625;0.06427000000000001;0.096405;-0.1821;0.16068;0.0;1.0;0.0;1.0;0.0;-0.075002;-0.055179;-0.06690700000000001;0.035666;0.0;1.0;1.0;26.5;26.5;24.931;24.931;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;2200.0;138.0;90.0;138.0;1.0;4.0;8.0;100.0;100.0;22.0;0.0;0.0;0.0;0.0;1.0;29.91;0.0;0.0;1.0;1.0;0.0;7549.250582145506;233.17574479201534;PFD;0;
434.13;0.0;0.0;9000.0;9000.0;0.0;10.0;20.0;40.0;1.0;0.0;1.0;1.0;1.0;0.4899600000000001;0.08569299999999999;0.096405;-0.17139;0.17139;0.0;1.0;0.0;1.0;0.0;-0.0046346;-0.073196;-0.06690700000000001;0.034555;0.0;1.0;1.0;26.5;26.5;24.931;24.931;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;2200.0;138.0;90.0;138.0;1.0;4.0;8.0;100.0;100.0;22.0;0.0;0.0;0.0;0.0;1.0;29.91;0.0;0.0;1.0;1.0;0.0;7552.079529741797;233.21175844307243;PFD;0;
434.14;0.0;0.0;9000.0;9000.0;0.0;10.0;20.0;40.0;1.0;0.0;1.0;1.0;1.0;0.49625;0.06427000000000001;0.08569299999999999;-0.16068;0.11783;0.0;1.0;0.0;1.0;0.0;-0.033474000000000004;-0.055179;-0.06690700000000001;0.036777;0.0;1.0;1.0;26.5;26.5;24.931;24.931;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;2200.0;138.0;90.0;138.0;1.0;4.0;8.0;100.0;100.0;22.0;0.0;0.0;0.0;0.0;1.0;29.91;0.0;0.0;1.0;1.0;0.0;7554.90797541842;233.2477616358303;PFD;0;
434.15;0.0;0.0;9000.0;9000.0;0.0;10.0;20.0;40.0;1.0;0.0;1.0;1.0;1.0;0.4899600000000001;0.07498200000000001;0.096405;-0.1821;0.17139;0.0;1.0;0.0;1.0;0.0;-0.038088;-0.036035000000000005;-0.06806;0.035666;0.0;1.0;1.0;26.5;26.5;24.931;24.931;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;2200.0;138.0;90.0;138.0;1.0;4.0;8.0;100.0;100.0;22.0;0.0;0.0;0.0;0.0;1.0;29.91;0.0;0.0;1.0;1.0;0.0;7557.735910174517;233.283754266723;PFD;0;
434.16;0.0;0.0;9000.0;9000.0;0.0;10.0;20.0;40.0;1.0;0.0;1.0;1.0;1.0;0.4899600000000001;0.06427000000000001;0.10712;-0.19281;0.17139;0.0;1.0;0.0;1.0;0.0;-0.07269500000000001;-0.055179;-0.06690700000000001;0.035666;0.0;1.0;1.0;26.5;26.5;24.931;24.931;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;2200.0;138.0;90.0;138.0;1.0;4.0;8.0;100.0;100.0;22.0;0.0;0.0;0.0;0.0;1.0;29.91;0.0;0.0;1.0;1.0;0.0;7560.563325009226;233.31973623218465;PFD;0;
434.17;0.0;0.0;9000.0;9000.0;0.0;10.0;20.0;40.0;1.0;0.0;1.0;1.0;1.0;0.4931100000000001;0.08569299999999999;0.11783;-0.1821;0.17139;0.0;1.0;0.0;1.0;0.0;-0.035781;-0.037161;-0.06575299999999999;0.036777;0.0;1.0;1.0;26.5;26.5;24.931;24.931;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;2200.0;138.0;90.0;138.0;1.0;4.0;8.0;100.0;100.0;22.0;0.0;0.0;0.0;0.0;1.0;29.91;0.0;0.0;1.0;1.0;0.0;7563.390210921687;233.3557074286494;PFD;0;
434.18;0.0;0.0;9000.0;9000.0;0.0;10.0;20.0;40.0;1.0;0.0;1.0;1.0;1.0;0.4899600000000001;0.06427000000000001;0.08569299999999999;-0.16068;0.11783;0.0;1.0;0.0;1.0;0.0;-0.040395;0.0;-0.06806;0.035666;0.0;1.0;1.0;26.5;26.5;24.931;24.931;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;2200.0;138.0;90.0;138.0;1.0;4.0;8.0;100.0;100.0;22.0;0.0;0.0;0.0;0.0;1.0;29.91;0.0;0.0;1.0;1.0;0.0;7566.216558911037;233.39166775255129;PFD;0;
434.19;0.0;0.0;9000.0;9000.0;0.0;10.0;20.0;40.0;1.0;0.0;1.0;1.0;1.0;0.49625;0.08569299999999999;0.096405;-0.1821;0.16068;0.0;1.0;0.0;1.0;0.0;-0.042702;-0.073196;-0.06806;0.035666;0.0;1.0;1.0;26.5;26.5;24.931;24.931;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;2200.0;138.0;90.0;138.0;1.0;4.0;8.0;100.0;100.0;22.0;0.0;0.0;0.0;0.0;1.0;29.91;0.0;0.0;1.0;1.0;0.0;7569.04235997642;233.42761710032443;PFD;0;
434.2;0.0;0.0;9000.0;9000.0;0.0;10.0;20.0;40.0;1.0;0.0;1.0;1.0;1.0;0.50254;0.053558;0.10712;-0.16068;0.12854000000000002;0.0;1.0;0.0;1.0;0.0;-0.041549;0.0;-0.0646;0.035666;0.0;1.0;1.0;26.5;26.5;24.931;24.931;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;2200.0;138.0;90.0;138.0;1.0;4.0;8.0;100.0;100.0;22.0;0.0;0.0;0.0;0.0;1.0;29.91;0.0;0.0;1.0;1.0;0.0;7571.8676051169705;233.46355536840298;PFD;0;
434.21;0.0;0.0;9000.0;9000.0;0.0;10.0;20.0;40.0;1.0;0.0;1.0;1.0;1.0;0.4931100000000001;0.07498200000000001;0.08569299999999999;-0.17139;0.16068;0.0;1.0;0.0;1.0;0.0;-0.036934;-0.0090088;-0.06806;0.036777;0.0;1.0;1.0;26.5;26.5;24.931;24.931;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;2200.0;138.0;90.0;138.0;1.0;4.0;8.0;100.0;100.0;22.0;0.0;0.0;0.0;0.0;1.0;29.91;0.0;0.0;1.0;1.0;0.0;7574.692285331832;233.499482453221;PFD;0;
434.22;0.0;0.0;9000.0;9000.0;0.0;10.0;20.0;40.0;1.0;0.0;1.0;1.0;1.0;0.4899600000000001;0.053558;0.08569299999999999;-0.13925;0.10712;0.0;1.0;0.0;1.0;0.0;-0.06115900000000001;-0.073196;-0.06806;0.036777;0.0;1.0;1.0;26.5;26.5;24.931;24.931;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;2200.0;138.0;90.0;138.0;1.0;4.0;8.0;100.0;100.0;22.0;0.0;0.0;0.0;0.0;1.0;29.91;0.0;0.0;1.0;1.0;0.0;7577.516391620139;233.5353982512125;PFD;0;
434.23;0.0;0.0;9000.0;9000.0;0.0;10.0;20.0;40.0;1.0;0.0;1.0;1.0;1.0;0.4931100000000001;0.08569299999999999;0.10712;-0.16068;0.14995999999999998;0.0;1.0;0.0;1.0;0.0;-0.0046346;0.0;-0.06806;0.035666;0.0;1.0;1.0;26.5;26.5;24.931;24.931;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;2200.0;138.0;90.0;138.0;1.0;4.0;8.0;100.0;100.0;22.0;0.0;0.0;0.0;0.0;1.0;29.91;0.0;0.0;1.0;1.0;0.0;7580.339914981036;233.57130265881176;PFD;0;
434.24;0.0;0.0;9000.0;9000.0;0.0;10.0;20.0;40.0;1.0;0.0;1.0;1.0;1.0;0.4931100000000001;0.07498200000000001;0.096405;-0.17139;0.14995999999999998;0.0;1.0;0.0;1.0;0.0;-0.07961599999999999;-0.0090088;-0.06806;0.036777;0.0;1.0;1.0;26.5;26.5;24.931;24.931;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;2200.0;138.0;90.0;138.0;1.0;4.0;8.0;100.0;100.0;22.0;0.0;0.0;0.0;0.0;1.0;29.91;0.0;0.0;1.0;1.0;0.0;7583.162846413659;233.60719557245275;PFD;0;
434.25;0.0;0.0;9000.0;9000.0;0.0;10.0;20.0;40.0;1.0;0.0;1.0;1.0;1.0;0.4899600000000001;0.07498200000000001;0.11783;-0.1821;0.16068;0.0;1.0;0.0;1.0;0.0;-0.06808099999999999;-0.036035000000000005;-0.06806;0.036777;0.0;1.0;1.0;26.5;26.5;24.931;24.931;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;2200.0;138.0;90.0;138.0;1.0;4.0;8.0;100.0;100.0;22.0;0.0;0.0;0.0;0.0;1.0;29.91;0.0;0.0;1.0;1.0;0.0;7585.985176917148;233.64307688856968;PFD;0;
434.26;0.0;0.0;9000.0;9000.0;0.0;10.0;20.0;40.0;1.0;0.0;1.0;1.0;1.0;0.4931100000000001;0.06427000000000001;0.096405;-0.11783;0.10712;0.0;1.0;0.0;1.0;0.0;-0.0046346;-0.018018;-0.06575299999999999;0.035666;0.0;1.0;1.0;26.5;26.5;24.931;24.931;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;2200.0;138.0;90.0;138.0;1.0;4.0;8.0;100.0;100.0;22.0;0.0;0.0;0.0;0.0;1.0;29.91;0.0;0.0;1.0;1.0;0.0;7588.806897490645;233.67894650359653;PFD;0;
434.27;0.0;0.0;9000.0;9000.0;0.0;10.0;20.0;40.0;1.0;0.0;1.0;1.0;1.0;0.49625;0.096405;0.08569299999999999;-0.17139;0.14995999999999998;0.0;1.0;0.0;1.0;0.0;-0.06115900000000001;-0.02027;-0.06690700000000001;0.036777;0.0;1.0;1.0;26.5;26.5;24.931;24.931;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;2200.0;138.0;90.0;138.0;1.0;4.0;8.0;100.0;100.0;22.0;0.0;0.0;0.0;0.0;1.0;29.91;0.0;0.0;1.0;1.0;0.0;7591.627999133286;233.71480431396748;PFD;0;
434.28;0.0;0.0;9000.0;9000.0;0.0;10.0;20.0;40.0;1.0;0.0;1.0;1.0;1.0;0.4931100000000001;0.08569299999999999;0.096405;-0.17139;0.13925;0.0;1.0;0.0;1.0;0.0;-0.0046346;-0.0090088;-0.06690700000000001;0.035666;0.0;1.0;1.0;26.5;26.5;24.931;24.931;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;2200.0;138.0;90.0;138.0;1.0;4.0;8.0;100.0;100.0;22.0;0.0;0.0;0.0;0.0;1.0;29.91;0.0;0.0;1.0;1.0;0.0;7594.448472844212;233.75065021611655;PFD;0;
434.29;0.0;0.0;9000.0;9000.0;0.0;10.0;20.0;40.0;1.0;0.0;1.0;1.0;1.0;0.4931100000000001;0.07498200000000001;0.096405;-0.17139;0.16068;0.0;1.0;0.0;1.0;0.0;-0.086538;-0.037161;-0.06690700000000001;0.035666;0.0;1.0;1.0;26.5;26.5;24.931;24.931;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;2200.0;138.0;90.0;138.0;1.0;4.0;8.0;100.0;100.0;22.0;0.0;0.0;0.0;0.0;1.0;29.91;0.0;0.0;1.0;1.0;0.0;7597.268309622563;233.78648410647793;PFD;0;
434.3;0.0;0.0;9000.0;9000.0;0.0;10.0;20.0;40.0;1.0;0.0;1.0;1.0;1.0;0.4899600000000001;0.06427000000000001;0.096405;-0.11783;0.096405;0.0;1.0;0.0;1.0;0.0;-0.07961599999999999;-0.073196;-0.06806;0.034555;0.0;1.0;1.0;26.5;26.5;24.931;24.931;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;2200.0;138.0;90.0;138.0;1.0;4.0;8.0;100.0;100.0;22.0;0.0;0.0;0.0;0.0;1.0;29.91;0.0;0.0;1.0;1.0;0.0;7600.087500467476;233.82230588148576;PFD;0;
434.31;0.0;0.0;9000.0;9000.0;0.0;10.0;20.0;40.0;1.0;0.0;1.0;1.0;1.0;0.49625;0.07498200000000001;0.096405;-0.16068;0.14995999999999998;0.0;1.0;0.0;1.0;0.0;-0.027706;-0.037161;-0.06575299999999999;0.035666;0.0;1.0;1.0;26.5;26.5;24.931;24.931;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;2200.0;138.0;90.0;138.0;1.0;4.0;8.0;100.0;100.0;22.0;0.0;0.0;0.0;0.0;1.0;29.91;0.0;0.0;1.0;1.0;0.0;7602.906036378092;233.85811543757399;PFD;0;
434.32;0.0;0.0;9000.0;9000.0;0.0;10.0;20.0;40.0;1.0;0.0;1.0;1.0;1.0;0.49625;0.06427000000000001;0.10712;-0.1821;0.16068;0.0;1.0;0.0;1.0;0.0;-0.084231;-0.055179;-0.06806;0.035666;0.0;1.0;1.0;26.5;26.5;24.931;24.931;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;2200.0;138.0;90.0;138.0;1.0;4.0;8.0;100.0;100.0;22.0;0.0;0.0;0.0;0.0;1.0;29.91;0.0;0.0;1.0;1.0;0.0;7605.72390835355;233.89391267117685;PFD;0;
434.33;0.0;0.0;9000.0;9000.0;0.0;10.0;20.0;40.0;1.0;0.0;1.0;1.0;1.0;0.4931100000000001;0.07498200000000001;0.10712;-0.1821;0.16068;0.0;1.0;0.0;1.0;0.0;-0.023092;-0.037161;-0.06806;0.035666;0.0;1.0;1.0;26.5;26.5;24.931;24.931;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;2200.0;138.0;90.0;138.0;1.0;4.0;8.0;100.0;100.0;22.0;0.0;0.0;0.0;0.0;1.0;29.91;0.0;0.0;1.0;1.0;0.0;7608.541107392989;233.92969747872837;PFD;0;
434.34;0.0;0.0;9000.0;9000.0;0.0;10.0;20.0;40.0;1.0;0.0;1.0;1.0;1.0;0.4899600000000001;0.053558;0.07498200000000001;-0.11783;0.096405;0.0;1.0;0.0;1.0;0.0;-0.05654500000000001;-0.023648;-0.06575299999999999;0.035666;0.0;1.0;1.0;26.5;26.5;24.931;24.931;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;2200.0;138.0;90.0;138.0;1.0;4.0;8.0;100.0;100.0;22.0;0.0;0.0;0.0;0.0;1.0;29.91;0.0;0.0;1.0;1.0;0.0;7611.357624495549;233.96546975666266;PFD;0;
434.35;0.0;0.0;9000.0;9000.0;0.0;10.0;20.0;40.0;1.0;0.0;1.0;1.0;1.0;0.49625;0.07498200000000001;0.096405;-0.1821;0.14995999999999998;0.0;1.0;0.0;1.0;0.0;-0.023092;-0.034909;-0.06690700000000001;0.035666;0.0;1.0;1.0;26.5;26.5;24.931;24.931;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;2200.0;138.0;90.0;138.0;1.0;4.0;8.0;100.0;100.0;22.0;0.0;0.0;0.0;0.0;1.0;29.91;0.0;0.0;1.0;1.0;0.0;7614.17345066037;234.00122940141392;PFD;0;
434.36;0.0;0.0;9000.0;9000.0;0.0;10.0;20.0;40.0;1.0;0.0;1.0;1.0;1.0;0.4931100000000001;0.06427000000000001;0.096405;-0.17139;0.14995999999999998;0.0;1.0;0.0;1.0;0.0;-0.07961599999999999;-0.073196;-0.06575299999999999;0.035666;0.0;1.0;1.0;26.5;26.5;24.931;24.931;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;2200.0;138.0;90.0;138.0;1.0;4.0;8.0;100.0;100.0;22.0;0.0;0.0;0.0;0.0;1.0;29.91;0.0;0.0;1.0;1.0;0.0;7616.98857688659;234.03697630941605;PFD;0;
434.37;0.0;0.0;9000.0;9000.0;0.0;10.0;20.0;40.0;1.0;0.0;1.0;1.0;1.0;0.4931100000000001;0.08569299999999999;0.10712;-0.19281;0.16068;0.0;1.0;0.0;1.0;0.0;-0.085384;-0.037161;-0.06690700000000001;0.035666;0.0;1.0;1.0;26.5;26.5;24.931;24.931;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;2200.0;138.0;90.0;138.0;1.0;4.0;8.0;100.0;100.0;22.0;0.0;0.0;0.0;0.0;1.0;29.91;0.0;0.0;1.0;1.0;0.0;7619.802994173351;234.0727103771034;PFD;0;
434.38;0.0;0.0;9000.0;9000.0;0.0;10.0;20.0;40.0;1.0;0.0;1.0;1.0;1.0;0.4931100000000001;0.06427000000000001;0.096405;-0.14995999999999998;0.12854000000000002;0.0;1.0;0.0;1.0;0.0;-0.081923;-0.055179;-0.06690700000000001;0.036777;0.0;1.0;1.0;26.5;26.5;24.931;24.931;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;2200.0;138.0;90.0;138.0;1.0;4.0;8.0;100.0;100.0;22.0;0.0;0.0;0.0;0.0;1.0;29.91;0.0;0.0;1.0;1.0;0.0;7622.616693519788;234.10843150090983;PFD;0;
434.39;0.0;0.0;9000.0;9000.0;0.0;10.0;20.0;40.0;1.0;0.0;1.0;1.0;1.0;0.4899600000000001;0.07498200000000001;0.096405;-0.16068;0.17139;0.0;1.0;0.0;1.0;0.0;-0.041549;-0.027026;-0.06690700000000001;0.036777;0.0;1.0;1.0;26.5;26.5;24.931;24.931;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;2200.0;138.0;90.0;138.0;1.0;4.0;8.0;100.0;100.0;22.0;0.0;0.0;0.0;0.0;1.0;29.91;0.0;0.0;1.0;1.0;0.0;7625.429665925043;234.14413957726964;PFD;0;
434.4;0.0;0.0;9000.0;9000.0;0.0;10.0;20.0;40.0;1.0;0.0;1.0;1.0;1.0;0.4899600000000001;0.07498200000000001;0.096405;-0.13925;0.11783;0.0;1.0;0.0;1.0;0.0;-0.075002;-0.055179;-0.06806;0.035666;0.0;1.0;1.0;26.5;26.5;24.931;24.931;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;2200.0;138.0;90.0;138.0;1.0;4.0;8.0;100.0;100.0;22.0;0.0;0.0;0.0;0.0;1.0;29.91;0.0;0.0;1.0;1.0;0.0;7628.241902388257;234.17983450261679;PFD;0;
434.41;0.0;0.0;9000.0;9000.0;0.0;10.0;20.0;40.0;1.0;0.0;1.0;1.0;1.0;0.4931100000000001;0.07498200000000001;0.096405;-0.1821;0.1821;0.0;1.0;0.0;1.0;0.0;-0.041549;0.0011261;-0.06575299999999999;0.036777;0.0;1.0;1.0;26.5;26.5;24.931;24.931;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;2200.0;138.0;90.0;138.0;1.0;4.0;8.0;100.0;100.0;22.0;0.0;0.0;0.0;0.0;1.0;29.91;0.0;0.0;1.0;1.0;0.0;7631.053393908566;234.2155161733855;PFD;0;
434.42;0.0;0.0;9000.0;9000.0;0.0;10.0;20.0;40.0;1.0;0.0;1.0;1.0;1.0;0.49625;0.07498200000000001;0.10712;-0.17139;0.16068;0.0;1.0;0.0;1.0;0.0;-0.055391;-0.037161;-0.06690700000000001;0.034555;0.0;1.0;1.0;26.5;26.5;24.931;24.931;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;2200.0;138.0;90.0;138.0;1.0;4.0;8.0;100.0;100.0;22.0;0.0;0.0;0.0;0.0;1.0;29.91;0.0;0.0;1.0;1.0;0.0;7633.864131485108;234.25118448600978;PFD;0;
434.43;0.0;0.0;9000.0;9000.0;0.0;10.0;20.0;40.0;1.0;0.0;1.0;1.0;1.0;0.4931100000000001;0.07498200000000001;0.10712;-0.17139;0.17139;0.0;1.0;0.0;1.0;0.0;-0.033474000000000004;-0.034909;-0.070367;0.035666;0.0;1.0;1.0;26.5;26.5;24.931;24.931;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;2200.0;138.0;90.0;138.0;1.0;4.0;8.0;100.0;100.0;22.0;0.0;0.0;0.0;0.0;1.0;29.91;0.0;0.0;1.0;1.0;0.0;7636.6741061170305;234.28683933692375;PFD;0;
434.44;0.0;0.0;9000.0;9000.0;0.0;10.0;20.0;40.0;1.0;0.0;1.0;1.0;1.0;0.4931100000000001;0.06427000000000001;0.096405;-0.19281;0.17139;0.0;1.0;0.0;1.0;0.0;-0.042702;-0.073196;-0.06690700000000001;0.036777;0.0;1.0;1.0;26.5;26.5;24.931;24.931;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;2200.0;138.0;90.0;138.0;1.0;4.0;8.0;100.0;100.0;22.0;0.0;0.0;0.0;0.0;1.0;29.91;0.0;0.0;1.0;1.0;0.0;7639.483308803465;234.32248062256153;PFD;0;
434.45;0.0;0.0;9000.0;9000.0;0.0;10.0;20.0;40.0;1.0;0.0;1.0;1.0;1.0;0.48367;0.08569299999999999;0.10712;-0.17139;0.1821;0.0;1.0;0.0;1.0;0.0;-0.070388;-0.055179;-0.06575299999999999;0.035666;0.0;1.0;1.0;26.5;26.5;24.931;24.931;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;2200.0;138.0;90.0;138.0;1.0;4.0;8.0;100.0;100.0;22.0;0.0;0.0;0.0;0.0;1.0;29.91;0.0;0.0;1.0;1.0;0.0;7642.291730543555;234.3581082393572;PFD;0;
434.46;0.0;0.0;9000.0;9000.0;0.0;10.0;20.0;40.0;1.0;0.0;1.0;1.0;1.0;0.4899600000000001;0.06427000000000001;0.096405;-0.17139;0.13925;0.0;1.0;0.0;1.0;0.0;-0.023092;-0.073196;-0.06690700000000001;0.036777;0.0;1.0;1.0;26.5;26.5;24.931;24.931;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;2200.0;138.0;90.0;138.0;1.0;4.0;8.0;100.0;100.0;22.0;0.0;0.0;0.0;0.0;1.0;29.91;0.0;0.0;1.0;1.0;0.0;7645.099362336437;234.3937220837449;PFD;0;
434.47;0.0;0.0;9000.0;9000.0;0.0;10.0;20.0;40.0;1.0;0.0;1.0;1.0;1.0;0.48367;0.07498200000000001;0.10712;-0.17139;0.1821;0.0;1.0;0.0;1.0;0.0;-0.075002;-0.037161;-0.06690700000000001;0.035666;0.0;1.0;1.0;26.5;26.5;24.931;24.931;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;2200.0;138.0;90.0;138.0;1.0;4.0;8.0;100.0;100.0;22.0;0.0;0.0;0.0;0.0;1.0;29.91;0.0;0.0;1.0;1.0;0.0;7647.906195181251;234.4293220521587;PFD;0;
434.48;0.0;0.0;9000.0;9000.0;0.0;10.0;20.0;40.0;1.0;0.0;1.0;1.0;1.0;0.4899600000000001;0.07498200000000001;0.10712;-0.1821;0.14995999999999998;0.0;1.0;0.0;1.0;0.0;-0.058852;-0.034909;-0.06806;0.036777;0.0;1.0;1.0;26.5;26.5;24.931;24.931;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;2200.0;138.0;90.0;138.0;1.0;4.0;8.0;100.0;100.0;22.0;0.0;0.0;0.0;0.0;1.0;29.91;0.0;0.0;1.0;1.0;0.0;7650.712220077137;234.46490804103271;PFD;0;
434.49;0.0;0.0;9000.0;9000.0;0.0;10.0;20.0;40.0;1.0;0.0;1.0;1.0;1.0;0.48682;0.08569299999999999;0.10712;-0.1821;0.1821;0.0;1.0;0.0;1.0;0.0;-0.0046346;-0.032657;-0.06690700000000001;0.036777;0.0;1.0;1.0;26.5;26.5;24.931;24.931;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;2200.0;138.0;90.0;138.0;1.0;4.0;8.0;100.0;100.0;22.0;0.0;0.0;0.0;0.0;1.0;29.91;0.0;0.0;1.0;1.0;0.0;7653.517428023237;234.50047994680102;PFD;0;
434.5;0.0;0.0;9000.0;9000.0;0.0;10.0;20.0;40.0;1.0;0.0;1.0;1.0;1.0;0.4931100000000001;0.07498200000000001;0.08569299999999999;-0.17139;0.13925;0.0;1.0;0.0;1.0;0.0;-0.081923;-0.055179;-0.06690700000000001;0.035666;0.0;1.0;1.0;26.5;26.5;24.931;24.931;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;29.91;9000.0;1.0;2200.0;138.0;90.0;138.0;1.0;4.0;8.0;100.0;100.0;22.0;0.0;0.0;0.0;0.0;1.0;29.91;0.0;0.0;1.0;1.0;0.0;7656.321810018686;234.53603766589774;PFD;0;
